paper_id,doi,publication_year,author_position,author_name,orcid,institutions,institution_countries,institution_rors
W4381163812,10.31234/osf.io/ynxq9,2023,middle,Simon Kirby,0000-0002-6496-1340,University of Edinburgh,GB,01nrxwf90
W4381163812,10.31234/osf.io/ynxq9,2023,last,Jennifer Culbertson,0000-0002-1737-6296,University of Edinburgh,GB,01nrxwf90
W4381189382,10.31234/osf.io/d5vx7,2023,first,Joan Danielle K. Ongchoco,0000-0001-5839-651X,Yale University,US,03v76x132
W4381189382,10.31234/osf.io/d5vx7,2023,middle,Santiago Castiello de Obeso,,Yale University,US,03v76x132
W4381189382,10.31234/osf.io/d5vx7,2023,last,Philip R. Corlett,0000-0002-5368-1992,Yale University,US,03v76x132
W4381245606,10.48550/arxiv.2306.09377,2023,first,Can Demircan,,,,
W4381245606,10.48550/arxiv.2306.09377,2023,middle,Tankred Saanum,,,,
W4381245606,10.48550/arxiv.2306.09377,2023,middle,Leonardo Pettini,,,,
W4381245606,10.48550/arxiv.2306.09377,2023,middle,Marcel Binz,,,,
W4381245606,10.48550/arxiv.2306.09377,2023,middle,Błażej M. Bączkowski,0000-0001-9827-797X,,,
W4381245606,10.48550/arxiv.2306.09377,2023,middle,Christian F. Doeller,0000-0003-4120-4600,,,
W4381245606,10.48550/arxiv.2306.09377,2023,middle,Mona M. Garvert,0000-0002-8678-5536,,,
W4381245606,10.48550/arxiv.2306.09377,2023,last,Eric Schulz,0000-0003-3088-0371,,,
W4381326183,10.3758/s13414-023-02710-8,2023,first,Matan Mazor,0000-0002-3601-0644,"Wellcome Centre for Human Neuroimaging; University College London; Birkbeck, University of London",GB; GB; GB,02704qw51; 02jx3x895; 02mb95055
W4381326183,10.3758/s13414-023-02710-8,2023,middle,Roni O. Maimon-Mor,0000-0001-5262-9976,University College London,GB,02jx3x895
W4381326183,10.3758/s13414-023-02710-8,2023,middle,Lucie Charles,0000-0002-4481-6779,Queen Mary University of London; University College London,GB; GB,026zzn846; 02jx3x895
W4381326183,10.3758/s13414-023-02710-8,2023,last,Stephen M. Fleming,0000-0003-0233-4891,Wellcome Centre for Human Neuroimaging; Max Planck Institute for Biology of Ageing; University College London,GB; DE; GB,02704qw51; 04xx1tc24; 02jx3x895
W4381333110,10.3758/s13428-023-02161-x,2023,first,Joshua R. de Leeuw,0000-0003-4815-2364,Vassar College,US,022x6qg61
W4381686715,10.1016/j.cognition.2023.105521,2023,first,Giacomo Aldegheri,0000-0003-3177-4191,University of Amsterdam; Radboud University Nijmegen,NL; NL,04dkp9463; 016xsfp80
W4381686715,10.1016/j.cognition.2023.105521,2023,middle,Surya Gayet,0000-0001-9728-1272,Utrecht University; Radboud University Nijmegen,NL; NL,04pp8hn57; 016xsfp80
W4381686715,10.1016/j.cognition.2023.105521,2023,last,Marius V. Peelen,0000-0002-4026-7303,Radboud University Nijmegen,NL,016xsfp80
W4381715274,10.3758/s13414-023-02747-9,2023,first,Ming‐Ray Liao,0000-0001-7418-9625,Texas A&M University,US,01f5ytq51
W4381715274,10.3758/s13414-023-02747-9,2023,middle,James Grindell,,Texas A&M University,US,01f5ytq51
W4381715274,10.3758/s13414-023-02747-9,2023,last,Brian A. Anderson,0000-0002-6620-3703,Texas A&M University,US,01f5ytq51
W4381736210,10.20982/tqmp.19.2.p136,2023,first,Meenakshie Bradley-Garcia,0000-0002-0310-5540,University of Ottawa,CA,03c4mmv16
W4381736210,10.20982/tqmp.19.2.p136,2023,last,Victoria Bolton,,University of Ottawa,CA,03c4mmv16
W4381736211,10.20982/tqmp.19.2.p156,2023,first,Stephan F. Dahm,0000-0002-6001-6640,Universität Innsbruck,AT,054pv6659
W4381736211,10.20982/tqmp.19.2.p156,2023,middle,Eduard Ort,0000-0001-5546-3561,Heinrich Heine University Düsseldorf,DE,024z2rq82
W4381736211,10.20982/tqmp.19.2.p156,2023,middle,Christian Büsel,0000-0003-0977-4363,Universität Innsbruck,AT,054pv6659
W4381736211,10.20982/tqmp.19.2.p156,2023,middle,Pierre Sachse,0000-0002-8722-401X,Universität Innsbruck,AT,054pv6659
W4381736211,10.20982/tqmp.19.2.p156,2023,last,Sebastiaan Mathôt,0000-0003-3379-8584,University of Groningen,NL,012p63287
W4381739538,10.3389/fspor.2023.1148812,2023,first,Andrea Albergoni,0000-0002-6306-6432,University of Genoa,IT,0107c5v14
W4381739538,10.3389/fspor.2023.1148812,2023,middle,Monica Biggio,0000-0001-5800-4643,University of Genoa,IT,0107c5v14
W4381739538,10.3389/fspor.2023.1148812,2023,middle,Emanuela Faelli,0000-0002-9093-8021,University of Genoa,IT,0107c5v14
W4381739538,10.3389/fspor.2023.1148812,2023,middle,Andrea Pesce,0000-0003-2197-9011,University of Genoa,IT,0107c5v14
W4381739538,10.3389/fspor.2023.1148812,2023,middle,Piero Ruggeri,0000-0001-5939-1489,University of Genoa,IT,0107c5v14
W4381739538,10.3389/fspor.2023.1148812,2023,middle,Laura Avanzino,0000-0001-6286-1509,Ospedale Policlinico San Martino; University of Genoa,IT; IT,04d7es448; 0107c5v14
W4381739538,10.3389/fspor.2023.1148812,2023,middle,Marco Bove,0000-0001-8129-4298,Ospedale Policlinico San Martino; University of Genoa,IT; IT,04d7es448; 0107c5v14
W4381739538,10.3389/fspor.2023.1148812,2023,last,Ambra Bisio,0000-0002-9385-1714,University of Genoa,IT,0107c5v14
W4381839357,10.3758/s13415-023-01112-5,2023,first,Annika Ziereis,0000-0002-3789-2941,University of Göttingen,DE,01y9bpm73
W4381839357,10.3758/s13415-023-01112-5,2023,last,Annekathrin Schacht,0000-0001-9471-3842,University of Göttingen,DE,01y9bpm73
W4381946341,10.7554/elife.86892.1.sa1,2023,first,Löffler Anne,,,,
W4381946341,10.7554/elife.86892.1.sa1,2023,middle,Zylberberg Ariel,,,,
W4381946341,10.7554/elife.86892.1.sa1,2023,middle,Shadlen Michael N.,,,,
W4381946341,10.7554/elife.86892.1.sa1,2023,last,Wolpert Daniel M.,,,,
W4381982960,10.7554/elife.86892.1.sa0,2023,first,Löffler Anne,,,,
W4381982960,10.7554/elife.86892.1.sa0,2023,middle,Zylberberg Ariel,,,,
W4381982960,10.7554/elife.86892.1.sa0,2023,middle,Shadlen Michael N.,,,,
W4381982960,10.7554/elife.86892.1.sa0,2023,last,Wolpert Daniel M.,,,,
W4382072226,10.31219/osf.io/ehuzm,2023,first,Denis Cousineau,0000-0001-5908-0402,University of Ottawa,CA,03c4mmv16
W4382139456,10.1016/j.jpsychires.2023.06.032,2023,first,Lea L. Lott-Sandkamp,0000-0003-4129-1898,University of Freiburg; University Medical Center Freiburg; Bernstein Center for Computational Neuroscience Freiburg,DE; DE; DE,0245cg223; 03vzbgh69; 010p50m34
W4382139456,10.1016/j.jpsychires.2023.06.032,2023,middle,Franny B. Spengler,,University of Freiburg; University Medical Center Freiburg; Bernstein Center for Computational Neuroscience Freiburg,DE; DE; DE,0245cg223; 03vzbgh69; 010p50m34
W4382139456,10.1016/j.jpsychires.2023.06.032,2023,last,Markus Heinrichs,0000-0001-5662-0266,University of Freiburg; University Medical Center Freiburg; Bernstein Center for Computational Neuroscience Freiburg,DE; DE; DE,0245cg223; 03vzbgh69; 010p50m34
W4382192948,10.7554/elife.86892.1.sa3,2023,first,Valentin Wyart,0000-0001-6522-7837,Inserm,FR,02vjkv261
W4382283039,10.31234/osf.io/jq7ta,2023,first,Tyler Giallanza,0000-0002-2241-9369,,,
W4382283039,10.31234/osf.io/jq7ta,2023,middle,Declan Campbell,,Princeton University,US,00hx57361
W4382283039,10.31234/osf.io/jq7ta,2023,middle,Jonathan Cohen,0000-0001-9686-0045,,,
W4382283039,10.31234/osf.io/jq7ta,2023,last,Timothy Thomas Rogers,,University of Wisconsin–Madison,US,01y2jtd41
W4382396289,10.1121/10.0019807,2023,first,Rodrigue Bravard,,Laboratoire des Systèmes Perceptifs,FR,030za3c40
W4382396289,10.1121/10.0019807,2023,middle,Laurent Demany,0000-0001-5549-9628,Université de Bordeaux; École Pratique des Hautes Études; Institut de Neurosciences Cognitives et Intégratives d’Aquitaine,FR; FR; FR,057qpr032; 046b3cj80; 01a6zh966
W4382396289,10.1121/10.0019807,2023,last,Daniel Pressnitzer,0000-0003-4744-5165,Laboratoire des Systèmes Perceptifs,FR,030za3c40
W4382404021,10.31234/osf.io/hzcdg,2023,first,B. A. Williams,0000-0003-3844-3117,University of Reading,GB,05v62cm79
W4382404021,10.31234/osf.io/hzcdg,2023,middle,Lily FitzGibbon,0000-0002-8563-391X,University of Stirling,GB,045wgfr59
W4382404021,10.31234/osf.io/hzcdg,2023,middle,Daniel Brady,0000-0003-4671-0676,University of Reading; University of Sheffield,GB; GB,05v62cm79; 05krs5044
W4382404021,10.31234/osf.io/hzcdg,2023,last,Anastasia Christakou,0000-0002-4267-3436,University of Reading,GB,05v62cm79
W4382498801,10.7554/elife.86892.1.sa2,2023,first,Löffler Anne,,,,
W4382498801,10.7554/elife.86892.1.sa2,2023,middle,Zylberberg Ariel,,,,
W4382498801,10.7554/elife.86892.1.sa2,2023,middle,Shadlen Michael N.,,,,
W4382498801,10.7554/elife.86892.1.sa2,2023,last,Wolpert Daniel M.,,,,
W4382500678,10.3389/frsip.2023.1133210,2023,first,Yuki Kubota,0000-0002-8881-6228,The University of Tokyo,JP,057zh3y96
W4382500678,10.3389/frsip.2023.1133210,2023,middle,Shigeo Yoshida,0000-0001-5381-0187,The University of Tokyo,JP,057zh3y96
W4382500678,10.3389/frsip.2023.1133210,2023,last,Masahiko İnami,0000-0002-8652-0730,The University of Tokyo,JP,057zh3y96
W4382563653,10.48001/joitml.2023.111-11,2023,first,Michael Shoikhedbrod,0000-0002-1201-822X,,,
W4382567601,10.1007/978-3-031-36336-8_23,2023,first,Saumya Yadav,0000-0003-3747-961X,Indraprastha Institute of Information Technology Delhi; Indian Institute of Technology Delhi,IN; IN,03vfp4g33; 049tgcd06
W4382567601,10.1007/978-3-031-36336-8_23,2023,middle,Momin N. Siddiqui,0000-0003-1874-7789,Jamia Millia Islamia,IN,00pnhhv55
W4382567601,10.1007/978-3-031-36336-8_23,2023,last,Jainendra Shukla,0000-0002-6526-0087,Indraprastha Institute of Information Technology Delhi; Indian Institute of Technology Delhi,IN; IN,03vfp4g33; 049tgcd06
W4382583078,10.5334/joc.283,2023,first,Kyla McConnell,0000-0003-1460-9688,University of Freiburg,DE,0245cg223
W4382749360,10.1101/2023.06.30.547163,2023,first,Sven Wientjes,0000-0003-3196-0517,Ghent University,BE,00cv9y106
W4382749360,10.1101/2023.06.30.547163,2023,last,Clay B. Holroyd,0000-0003-3084-8574,Ghent University,BE,00cv9y106
W4382775587,10.1007/s41233-023-00058-3,2023,first,Nikolas Wehner,0000-0001-6176-0327,University of Würzburg,DE,00fbnyb24
W4382775587,10.1007/s41233-023-00058-3,2023,middle,Michael Seufert,0000-0002-5036-5206,University of Würzburg,DE,00fbnyb24
W4382775587,10.1007/s41233-023-00058-3,2023,middle,Raimund Schatz,0000-0002-8966-7439,Austrian Institute of Technology,AT,04knbh022
W4382775587,10.1007/s41233-023-00058-3,2023,last,Tobias Hoßfeld,0000-0003-0173-595X,University of Würzburg,DE,00fbnyb24
W4382796713,10.31234/osf.io/z7ke4,2023,first,Massimo Grassi,0000-0002-3784-2784,University of Padua,IT,00240q980
W4382796713,10.31234/osf.io/z7ke4,2023,middle,Andrea Felline,,University of Padua,IT,00240q980
W4382796713,10.31234/osf.io/z7ke4,2023,middle,Niccolò Orlandi,0000-0002-5717-7363,University of Padua,IT,00240q980
W4382796713,10.31234/osf.io/z7ke4,2023,middle,Mattia Toffanin,,University of Padua,IT,00240q980
W4382796713,10.31234/osf.io/z7ke4,2023,middle,Gnana Prakash Goli,0009-0001-3633-7719,University of Padua,IT,00240q980
W4382796713,10.31234/osf.io/z7ke4,2023,middle,Hurcan Andrei Senyuva,0009-0008-4120-3206,University of Padua,IT,00240q980
W4382796713,10.31234/osf.io/z7ke4,2023,middle,Mauro Migliardi,0000-0002-3634-7554,University of Padua,IT,00240q980
W4382796713,10.31234/osf.io/z7ke4,2023,last,Giulio Contemori,0000-0002-1873-1472,University of Padua,IT,00240q980
W4383215753,10.3758/s13428-023-02160-y,2023,first,Armando Quetzalcóatl Angulo‐Chavira,0000-0002-6756-6717,Universidad Nacional Autónoma de México,MX,01tmp8f25
W4383215753,10.3758/s13428-023-02160-y,2023,middle,Alejandra Mitzi Castellón-Flores,0000-0002-0889-3507,Universidad Nacional Autónoma de México,MX,01tmp8f25
W4383215753,10.3758/s13428-023-02160-y,2023,middle,Alejandra Ciria,0000-0002-9216-9297,Universidad Nacional Autónoma de México,MX,01tmp8f25
W4383215753,10.3758/s13428-023-02160-y,2023,last,Natalia Arias‐Trejo,0000-0002-4169-1616,Universidad Nacional Autónoma de México,MX,01tmp8f25
W4383262414,10.31234/osf.io/xv8hf,2023,first,Ari Beller,,Stanford University,US,00f54p054
W4383262414,10.31234/osf.io/xv8hf,2023,last,Tobias Gerstenberg,0000-0002-9162-0779,Stanford University,US,00f54p054
W4383312572,10.4992/pacjpa.86.0_3ev-032-pi,2022,first,Kento Sawai,,University of Tsukuba; National Institute of Advanced Industrial Science and Technology,JP; JP,02956yf07; 01703db54
W4383312572,10.4992/pacjpa.86.0_3ev-032-pi,2022,middle,Kunihiro Hasegawa,0000-0002-9236-5693,National Institute of Advanced Industrial Science and Technology,JP,01703db54
W4383312572,10.4992/pacjpa.86.0_3ev-032-pi,2022,middle,Motohiro Kimura,0000-0001-5251-0684,National Institute of Advanced Industrial Science and Technology,JP,01703db54
W4383312572,10.4992/pacjpa.86.0_3ev-032-pi,2022,middle,Keita Kamijo,0000-0001-8828-4930,Chukyo University,JP,04ajrmg05
W4383312572,10.4992/pacjpa.86.0_3ev-032-pi,2022,last,Yuji Takeda,0000-0001-6950-087X,University of Tsukuba; National Institute of Advanced Industrial Science and Technology,JP; JP,02956yf07; 01703db54
W4383335500,10.4992/pacjpa.86.0_2am-019-pc,2022,first,Yuki Tamari,0000-0002-5775-604X,University of Shizuoka,JP,04rvw0k47
W4383335500,10.4992/pacjpa.86.0_2am-019-pc,2022,middle,Shiho Ishibe,,University of Shizuoka,JP,04rvw0k47
W4383335500,10.4992/pacjpa.86.0_2am-019-pc,2022,last,Takashi Ideno,0000-0001-5245-7684,Tokyo University of Science,JP,05sj3n476
W4383335649,10.4992/pacjpa.86.0_4am-066-pp,2022,first,Shih‐Ching Huang,0000-0002-6499-6973,National Cheng Kung University,TW,01b8kcc49
W4383335649,10.4992/pacjpa.86.0_4am-066-pp,2022,middle,Kuan-Chen Li,,National Cheng Kung University,TW,01b8kcc49
W4383335649,10.4992/pacjpa.86.0_4am-066-pp,2022,middle,Yue-Shin Liu,,National Cheng Kung University,TW,01b8kcc49
W4383335649,10.4992/pacjpa.86.0_4am-066-pp,2022,middle,Tzu-En Tseng,,National Cheng Kung University,TW,01b8kcc49
W4383335649,10.4992/pacjpa.86.0_4am-066-pp,2022,middle,K Usui,,Ritsumeikan University,JP,0197nmd03
W4383335649,10.4992/pacjpa.86.0_4am-066-pp,2022,middle,Zerui Dai,,Ritsumeikan University,JP,0197nmd03
W4383335649,10.4992/pacjpa.86.0_4am-066-pp,2022,middle,Motoki Hase,,Ritsumeikan University,JP,0197nmd03
W4383335649,10.4992/pacjpa.86.0_4am-066-pp,2022,middle,Chun‐Chia Kung,0000-0002-4362-7837,National Cheng Kung University,TW,01b8kcc49
W4383335649,10.4992/pacjpa.86.0_4am-066-pp,2022,last,Kohske Takahashi,0000-0001-6076-4828,Ritsumeikan University,JP,0197nmd03
W4383335747,10.4992/pacjpa.86.0_3pm-055-pi,2022,first,Akihiko Gobara,0000-0003-1955-7709,Ritsumeikan University; The University of Osaka,JP; JP,0197nmd03; 035t8zc32
W4383335747,10.4992/pacjpa.86.0_3pm-055-pi,2022,middle,Fumiya Yonemitsu,0000-0001-8774-4499,Japan Society for the Promotion of Science London; Chuo University,GB; JP,02m7axw05; 03qvqb743
W4383335747,10.4992/pacjpa.86.0_3pm-055-pi,2022,last,Yuki Yamada,0000-0003-1431-568X,Kyushu University,JP,00p4k0j84
W4383335921,10.4992/pacjpa.86.0_1pm-056-pl,2022,first,Aya Hatano,0000-0002-8881-3908,Kochi University of Technology; Institute for Development and Economic Analysis,JP; ID,00rghrr56; 02h0a0v43
W4383335921,10.4992/pacjpa.86.0_1pm-056-pl,2022,last,Satoru Saito,0000-0002-0403-3606,Kyoto University,JP,02kpeqv85
W4383336176,10.4992/pacjpa.86.0_tws-004,2022,first,愛彦 国里,,,,
W4383373384,10.1038/s41562-023-01640-7,2023,first,Samuel Zorowitz,0000-0001-8073-1257,Princeton University,US,00hx57361
W4383373384,10.1038/s41562-023-01640-7,2023,middle,Johanne Solis,0009-0007-2113-1746,"Rutgers, The State University of New Jersey",US,05vt9qd57
W4383373384,10.1038/s41562-023-01640-7,2023,middle,Yael Niv,0000-0002-0259-8371,Princeton University,US,00hx57361
W4383373384,10.1038/s41562-023-01640-7,2023,last,Daniel Bennett,0000-0001-6608-9026,Monash University,AU,02bfwt286
W4383550112,10.31219/osf.io/2e9u4,2023,first,Ziad M Hakim,,University of Arizona; University of Florida,US; US,03m2x1q45; 02y3ad647
W4383550112,10.31219/osf.io/2e9u4,2023,middle,Didem Pehlivanoglu,0000-0002-9082-9976,University of Florida,US,02y3ad647
W4383550112,10.31219/osf.io/2e9u4,2023,middle,Natalie C. Ebner,0000-0002-2705-7520,University of Florida; Institute on Aging,US; US,02y3ad647; 0390vdb22
W4383550112,10.31219/osf.io/2e9u4,2023,middle,Matthew D Grilli,0000-0003-0089-3243,University of Arizona; McKnight Brain Research Foundation,US; US,03m2x1q45; 00vsf1v04
W4383550112,10.31219/osf.io/2e9u4,2023,last,Robert C. Wilson,0000-0002-2963-2971,University of Arizona; McKnight Brain Research Foundation,US; US,03m2x1q45; 00vsf1v04
W4383818952,10.31234/osf.io/7x8sb,2023,first,Vasilisa Pugacheva,,Freie Universität Berlin,DE,046ak2485
W4383818952,10.31234/osf.io/7x8sb,2023,last,Fritz Guenther,,Humboldt-Universität zu Berlin,DE,01hcx6992
W4383892144,10.1016/j.cognition.2023.105532,2023,first,Thomas Kaplan,0000-0003-3512-5594,Queen Mary University of London,GB,026zzn846
W4383892144,10.1016/j.cognition.2023.105532,2023,middle,Lorenzo Jamone,0000-0002-1521-6168,Queen Mary University of London,GB,026zzn846
W4383892144,10.1016/j.cognition.2023.105532,2023,last,Marcus T. Pearce,0000-0002-1282-431X,Queen Mary University of London; Aarhus University,GB; DK,026zzn846; 01aj84f44
W4383998284,10.1121/10.0020064,2023,first,Antje Stoehr,0000-0002-6065-5952,"Basque Center on Cognition, Brain and Language",ES,01a28zg77
W4383998284,10.1121/10.0020064,2023,middle,Christoforos Souganidis,0000-0002-5013-1442,"Basque Center on Cognition, Brain and Language",ES,01a28zg77
W4383998284,10.1121/10.0020064,2023,middle,Trisha Thomas,0000-0001-8323-1012,"Basque Center on Cognition, Brain and Language",ES,01a28zg77
W4383998284,10.1121/10.0020064,2023,middle,Jessi Jacobsen,0000-0003-3047-4365,"Basque Center on Cognition, Brain and Language",ES,01a28zg77
W4383998284,10.1121/10.0020064,2023,last,Clara D. Martin,0000-0003-2701-5045,"Basque Center on Cognition, Brain and Language",ES,01a28zg77
W4384067489,10.31234/osf.io/95hnw,2023,first,Lyulei Zhang,0000-0001-5080-6836,The University of Melbourne; Australian Psychological Society,AU; AU,01ej9dk98; 038htga59
W4384067489,10.31234/osf.io/95hnw,2023,last,Adam F Osth,0000-0001-5429-089X,The University of Melbourne; Australian Psychological Society,AU; AU,01ej9dk98; 038htga59
W4384133585,10.1101/2023.07.11.548447,2023,first,Gustavo Juantorena,0000-0001-8248-7630,Consejo Nacional de Investigaciones Científicas y Técnicas; Universidad de Buenos Aires; Fundación Ciencias Exactas y Naturales,AR; AR; AR,03cqe8w59; 0081fs513; 05rxmkq09
W4384133585,10.1101/2023.07.11.548447,2023,middle,Francisco Figari,,Consejo Nacional de Investigaciones Científicas y Técnicas; Universidad de Buenos Aires; Fundación Ciencias Exactas y Naturales,AR; AR; AR,03cqe8w59; 0081fs513; 05rxmkq09
W4384133585,10.1101/2023.07.11.548447,2023,middle,Agustín Petroni,0000-0001-7352-6300,Consejo Nacional de Investigaciones Científicas y Técnicas; Universidad de Buenos Aires; Fundación Ciencias Exactas y Naturales; University of Gothenburg,AR; AR; AR; SE,03cqe8w59; 0081fs513; 05rxmkq09; 01tm6cn81
W4384133585,10.1101/2023.07.11.548447,2023,last,Juan E. Kamienkowski,0000-0002-5725-6539,Consejo Nacional de Investigaciones Científicas y Técnicas; Universidad de Buenos Aires; Fundación Ciencias Exactas y Naturales,AR; AR; AR,03cqe8w59; 0081fs513; 05rxmkq09
W4384303244,10.4236/sn.2023.123005,2023,first,Evangelos Kehris,,International Hellenic University,GR,00708jp83
W4384303244,10.4236/sn.2023.123005,2023,middle,George Karavasilis,,International Hellenic University,GR,00708jp83
